distrito,candidato,lista,partido,programa
12,JULIO ENRIQUE HERNANDEZ PRADO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
12,RAINIER ENRIQUE RIOS PUEBLA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
12,VICTOR ALEJANDRO IBAÑEZ DE LA HOZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
12,CAMILA BUSTAMANTE ALVAREZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
12,CAROLINA LEIVA GARCIA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
12,MONSERRAT CANDIA ROCHA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
12,RENE ORLANDO VALDES LOPEZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
12,ROCIO MIRANDA CASTILLO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
12,RONALD EMILIO VARGAS DIAZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
12,RONALD LEBLEBICI GARO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
12,LUIS HUGO HERNAN PALMA PEREZ,PARTIDO HUMANISTA,PARTIDO HUMANISTA,Descargar archivo aquí
12,IGNACIO ROBERTO COFRE REYES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
12,MATIA IGNACIO NAVARRETE MOLINA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
12,MONICA GLORIA REYES RIFFO,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
12,PAULA IGNACIA CEA FUENTES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
12,ROSSANA PATRICIA JORQUERA GEROLDI,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
12,SERGIO NICOLAS ALEJANDRO ARAVENA PEREZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
12,BERNARDITA PAUL OSSANDON,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
12,CAROL ESPINAZA ASCHIERI,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
12,MACARENA VENEGAS TASSARA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
12,MANUEL JOSE OSSANDON LIRA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
12,MARCELO ALONSO HEREDIA,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
12,MARIA LUISA CORDERO VELASQUEZ,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
12,SHAI AGOSIN WEISZ,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
12,ALONDRA CARRILLO VIDAL,VOCES CONSTITUYENTES (D12),INDEPENDIENTES,Descargar archivo aquí
12,EDGAR EMILIO ESPERGUEL GARCIA,VOCES CONSTITUYENTES (D12),INDEPENDIENTES,Descargar archivo aquí
12,EDUARDO ENRIQUE GUTIERREZ GONZALEZ,VOCES CONSTITUYENTES (D12),INDEPENDIENTES,Descargar archivo aquí
12,LUCIO FAVIO CUENCA BERGER,VOCES CONSTITUYENTES (D12),INDEPENDIENTES,Descargar archivo aquí
12,MAITE DURAN MASSARDO,VOCES CONSTITUYENTES (D12),INDEPENDIENTES,Descargar archivo aquí
12,TANIA ALFARO CAMPUSANO,VOCES CONSTITUYENTES (D12),INDEPENDIENTES,Descargar archivo aquí
12,VALERIA ISIDORA ORTEGA CONTRERAS,VOCES CONSTITUYENTES (D12),INDEPENDIENTES,Descargar archivo aquí
13,ADRIANA BARRIENTOS CASTRO,APRUEBO DIGNIDAD,FEDERACION REGIONALISTA VERDE SOCIAL,Descargar archivo aquí
13,DANIEL FRANCISCO ANDRADE SCHWARZE,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
13,LIBERTAD ANGELA MENDEZ NUÑEZ,APRUEBO DIGNIDAD,COMUNES,Descargar archivo aquí
13,MARCOS PATRICIO BARRAZA GOMEZ,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
13,MIRKO JIMENEZ CONTRERAS,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
13,NATALIA ARAVENA CONTRERAS,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
13,CLAUDIA LUBI MONTECINOS,INDEPENDIENTES SIN PADRINOS (D13),INDEPENDIENTES,Descargar archivo aquí
13,ISAAC FUENTEALBA ROJAS,INDEPENDIENTES SIN PADRINOS (D13),INDEPENDIENTES,Descargar archivo aquí
13,LUIS MARIANO RENDON ESCOBAR,INDEPENDIENTES SIN PADRINOS (D13),INDEPENDIENTES,Descargar archivo aquí
13,MARIANA CAROLINA GONZALEZ VICENCIO,INDEPENDIENTES SIN PADRINOS (D13),INDEPENDIENTES,Descargar archivo aquí
13,MATIAS FRANCISCO MENARES SAN JUAN,INDEPENDIENTES SIN PADRINOS (D13),INDEPENDIENTES,Descargar archivo aquí
13,SANDRA MARIBEL HUENTEMILLA CARRASCO,INDEPENDIENTES SIN PADRINOS (D13),INDEPENDIENTES,Descargar archivo aquí
13,ANDRES ALEJANDRO CUEVAS NAVALON,LA LISTA DEL PUEBLO (D13),INDEPENDIENTES,Descargar archivo aquí
13,CAMILA FERNANDA TORRES POVEA,LA LISTA DEL PUEBLO (D13),INDEPENDIENTES,Descargar archivo aquí
13,INGRID FERNANDA VILLENA NARBONA,LA LISTA DEL PUEBLO (D13),INDEPENDIENTES,Descargar archivo aquí
13,JESUS MOISES COLQUE ROA,LA LISTA DEL PUEBLO (D13),INDEPENDIENTES,Descargar archivo aquí
13,MARCELA ALEJANDRA SARMIENTO CERDA,LA LISTA DEL PUEBLO (D13),INDEPENDIENTES,Descargar archivo aquí
13,RODRIGO ERNESTO ROJAS VADE,LA LISTA DEL PUEBLO (D13),INDEPENDIENTES,Descargar archivo aquí
13,FRANCISCA PAZ CABRERA ANTOINE,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
13,JORGE INSUNZA GREGORIO DE LAS HERAS,LISTA DEL APRUEBO,PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
13,MALUCHA PINTO SOLARI,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
13,NICOLAS EMILIO FREIRE CASTELLO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
13,RODOLFO SEGUEL MOLINA,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
13,VALERIA ALEJANDRA VILLEGAS MAYOR,LISTA DEL APRUEBO,PARTIDO RADICAL DE CHILE,Descargar archivo aquí
13,CATHERINNE ANGELICA PINO BELTRAN,LISTA POR LA JUSTICIA SOCIAL (D13),INDEPENDIENTES,Descargar archivo aquí
13,HECTOR RICHARD RUBIO SEPULVEDA,LISTA POR LA JUSTICIA SOCIAL (D13),INDEPENDIENTES,Descargar archivo aquí
13,KARINA ANDREA DURAN JARA,LISTA POR LA JUSTICIA SOCIAL (D13),INDEPENDIENTES,Descargar archivo aquí
13,KEYLA NOEMI ZAVALETA ACOSTA,LISTA POR LA JUSTICIA SOCIAL (D13),INDEPENDIENTES,Descargar archivo aquí
13,RICARDO GONZALEZ HIDALGO,LISTA POR LA JUSTICIA SOCIAL (D13),INDEPENDIENTES,Descargar archivo aquí
13,ALVARO ANDRES PEREZ JORQUERA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
13,BRISA DEL CARMEN GALVEZ AHUMADA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
13,EMILIA IGNACIA VILLALOBOS TASSARA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
13,KEVIN ANDRES BUSTAMANTE ALAMOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
13,VALERIA PAZ YAÑEZ ALVAREZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
13,CRISTIAN EDUARDO GONZALEZ BASTIAS,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
13,HANS ALEXIS HUBE FRIAS,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
13,ISMAEL MENA ABRIGO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
13,MARIA JOSE TORO TORO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
13,MARIANA SANDOVAL LLANCAFIL,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
13,VALENTINA BUSTAMANTE SEPULVEDA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
13,JORGE CRISTIAN MUÑOZ REYES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
13,MANUEL CARRILLO VALLEJOS,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
13,MARIA VALENTINA COFRE REYES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
13,VARINIA YUSETH ARAVENA PEREZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
13,ALEJANDRO ANDRES FERNANDEZ GONZALEZ,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
13,CAROLINA GARCIA BERGUECIO,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
13,ELEONORA ESPINOZA HERNANDEZ,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
13,LUIS SILVA IRARRAZAVAL,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
13,MATIAS NICOLAS POBLETE SANDOVAL,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
13,SUSANA HIPLAN ESTEFFAN,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
14,CAMILA FERNANDA MUSANTE MULLER,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
14,CAMILA ISIDORA NAVARRO VARGAS,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
14,CARLOS ANDRES POBLETE GALVEZ,APRUEBO DIGNIDAD,IGUALDAD,Descargar archivo aquí
14,IGNACIO JAIME ACHURRA DIAZ,APRUEBO DIGNIDAD,CONVERGENCIA SOCIAL,Descargar archivo aquí
14,SANDRA KATRIN SAAVEDRA LOWENBERGER,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
14,SEBASTIAN JOSE AYLWIN CORREA,APRUEBO DIGNIDAD,COMUNES,Descargar archivo aquí
14,ANGELO PERROTTA MASSU,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D14),INDEPENDIENTES,Descargar archivo aquí
14,CLAUDIO VIELMA CAMPOS,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D14),INDEPENDIENTES,Descargar archivo aquí
14,NADIA KARIN LETELIER FAUNDEZ,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D14),INDEPENDIENTES,Descargar archivo aquí
14,PAMELA INES RODRIGUEZ ALEGRIA,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D14),INDEPENDIENTES,Descargar archivo aquí
14,PAULINA VALERIA VALENZUELA RIO,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D14),INDEPENDIENTES,Descargar archivo aquí
14,CAROLINA LASSALLE ALCERRECA,LA LISTA DEL PUEBLO DISTRITO 14 (D14),INDEPENDIENTES,Descargar archivo aquí
14,CLAUDIA ACEVEDO MORALES,LA LISTA DEL PUEBLO DISTRITO 14 (D14),INDEPENDIENTES,Descargar archivo aquí
14,FRANCISCO JAVIER CAAMAÑO ROJAS,LA LISTA DEL PUEBLO DISTRITO 14 (D14),INDEPENDIENTES,Descargar archivo aquí
14,JOSEFA ANDREA FAUNDEZ ESPINOZA,LA LISTA DEL PUEBLO DISTRITO 14 (D14),INDEPENDIENTES,Descargar archivo aquí
14,RODRIGO ENRIQUE URZUA CHAVEZ,LA LISTA DEL PUEBLO DISTRITO 14 (D14),INDEPENDIENTES,Descargar archivo aquí
14,CAMILA BRICEÑO CARRASCO,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
14,DENISSE ELIZABETH MARTEL JORQUERA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
14,DIEGO CALDERON GAJARDO,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
14,JUAN MORENO GAMBOA,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
14,MARIA JOSE BECERRA MORO,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
14,RENATO FABRIZIO GARIN GONZALEZ,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
14,ANDREA ALEJANDRA QUINTEROS SANTIS,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
14,JOEL ROSSA GONZALEZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
14,KARIN AREVALO JIMENEZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
14,ANDREA ROSARIO IÑIGUEZ MANSO,VAMOS POR CHILE,PARTIDO REPUBLICANO DE CHILE,Descargar archivo aquí
14,CLAUDIA MABEL CASTRO GUTIERREZ,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
14,CRISTOBAL ORREGO SANCHEZ,VAMOS POR CHILE,PARTIDO REPUBLICANO DE CHILE,Descargar archivo aquí
14,ENRIQUE CAMPINO LARRAIN,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
14,JAIME COLOMA ALAMOS,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
14,KARINA TORRES FUENTES,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
15,ANA RAQUEL MARTINEZ CHAMORRO,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
15,DAMARIS ABARCA GONZALEZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
15,DIEGO ANDRES BUSTAMANTE OLIVARES,APRUEBO DIGNIDAD,FEDERACION REGIONALISTA VERDE SOCIAL,Descargar archivo aquí
15,FABIAN EDMUNDO RODRIGUEZ RIVERA,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
15,MARTA PATRICIA MOLINA AVILA,APRUEBO DIGNIDAD,FEDERACION REGIONALISTA VERDE SOCIAL,Descargar archivo aquí
15,NOLBERTO ALEXANDER ZUÑIGA CONTRERAS,APRUEBO DIGNIDAD,CONVERGENCIA SOCIAL,Descargar archivo aquí
15,DAVID ALEJANDRO MELLA BANDA,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
15,JUAN ANDRES CAROCA BRAVO,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
15,MARCELA PATRICIA RIQUELME ALIAGA,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
15,ARTURO ANGEL SALDES NUÑEZ,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),INDEPENDIENTES,Descargar archivo aquí
15,ENRIQUE EDUARDO LOPEZ MENESES,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),INDEPENDIENTES,Descargar archivo aquí
15,LORETO CRISTINA VALLEJOS DAVILA,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),INDEPENDIENTES,Descargar archivo aquí
15,SEBASTIAN PATRICIO TOBAR VASQUEZ,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),INDEPENDIENTES,Descargar archivo aquí
15,YANNETT SOLANGE ORTIZ MORALES,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),INDEPENDIENTES,Descargar archivo aquí
15,ALICIA ANGELICA BARRERA LAGOS,LISTA DEL APRUEBO,PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
15,JAVIERA SALDAÑA CADIZ,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
15,JOSE ANTONIO RAMIREZ ARRAYAS,LISTA DEL APRUEBO,PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
15,MARIO QUIJADA SILVA,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
15,MATIAS ORELLANA CUELLAR,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
15,XIMENA NOGUEIRA SERRANO,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
15,ALVIN ANTONIO SALDAÑA MUÑOZ,MOVIMIENTOS SOCIALES AUTONOMOS (D15),INDEPENDIENTES,Descargar archivo aquí
15,CARMEN LILIAN ALARCON ALARCON,MOVIMIENTOS SOCIALES AUTONOMOS (D15),INDEPENDIENTES,Descargar archivo aquí
15,FERNANDO ANDRES PUENTES ARANEDA,MOVIMIENTOS SOCIALES AUTONOMOS (D15),INDEPENDIENTES,Descargar archivo aquí
15,LORENA CLAUDIA CONTRERAS MELIU,MOVIMIENTOS SOCIALES AUTONOMOS (D15),INDEPENDIENTES,Descargar archivo aquí
15,MARCELA FERNANDA PEÑALOZA QUIROGA,MOVIMIENTOS SOCIALES AUTONOMOS (D15),INDEPENDIENTES,Descargar archivo aquí
15,ALEJANDRO VERA MELLA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
15,ANIXID PEREZ FRANCO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
15,CARLOS MIRANDA MUÑOZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
15,CAROLINA FERNANDEZ GONZALEZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
15,CESAR ORTIZ GARRIDO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
15,VALERIA SOTO CAROCA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
15,CATALINA ANTONIETA BARRIENTOS CABEZA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
15,CHRISTOPHER IGNACIO CHACANA GONZALEZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
15,LORRAINE MICHELLE SALVO OLIVARES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
15,MARCELO ISAAC HERRERA OÑATE,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
15,VIVIANA ANDREA ABUD FLORES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
15,CAROL CECILIA BOWN SEPULVEDA,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
15,DIONISIO DE LA CERDA ETCHEVERS,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
15,FEDERICO IGLESIAS MUÑOZ,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
15,FELIPE GARCIA HUIDOBRO SANFUENTES,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
15,MARIANA ANDREA MARTINEZ ANICH,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
15,SANDRA LUCIA CABEZAS DIAZ,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
16,ADRIANA DEL CARMEN BASTIAS BARRIENTOS,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
16,GISELLA CRISTINA OLGUIN GODOY,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
16,LEONARDO CRISTIAN CARIS FUENTES,APRUEBO DIGNIDAD,CONVERGENCIA SOCIAL,Descargar archivo aquí
16,NICOLAS FERNANDO NUÑEZ GANGAS,APRUEBO DIGNIDAD,FEDERACION REGIONALISTA VERDE SOCIAL,Descargar archivo aquí
16,RODRIGO IVAN CORDOVA SEGUEL,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
16,XIMENA ALEJANDRA MARIL PILQUIMAN,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
16,EVELYN MARGARITA ECHAGUE PAVEZ,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
16,YASNA PATRICIA ZAVALLA MORALES,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
16,CADUDZZI OSVALDO SALAS VERA,CORRIENTES INDEPENDIENTES (D16),INDEPENDIENTES,Descargar archivo aquí
16,FLOR MARIA ILIC GARCIA,CORRIENTES INDEPENDIENTES (D16),INDEPENDIENTES,Descargar archivo aquí
16,FRANCISCO GUILLERMO VALENZUELA AVILA,CORRIENTES INDEPENDIENTES (D16),INDEPENDIENTES,Descargar archivo aquí
16,GLORIA DEL TRANSITO ALVARADO JORQUERA,CORRIENTES INDEPENDIENTES (D16),INDEPENDIENTES,Descargar archivo aquí
16,IANCU ANDRES CORDESCU DONOSO,CORRIENTES INDEPENDIENTES (D16),INDEPENDIENTES,Descargar archivo aquí
16,KATHERINE ELIZABETH VILLIBARES VILLIBARES,CORRIENTES INDEPENDIENTES (D16),INDEPENDIENTES,Descargar archivo aquí
16,ADRIANA CANCINO MENESES,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
16,BERNARDO ZAPATA ABARCA,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
16,DORIS EDITH RODRIGUEZ ZAVALLA,LISTA DEL APRUEBO,PARTIDO RADICAL DE CHILE,Descargar archivo aquí
16,HUGO ALFREDO BARAHONA FRANCO,LISTA DEL APRUEBO,PARTIDO RADICAL DE CHILE,Descargar archivo aquí
16,MARIA JOSE DIAZ BECERRA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
16,ROBERTO ALEXIS SANTA CRUZ GONZALEZ,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
16,KATHIA RAMIREZ GONZALEZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
16,RAMON RIQUELME CHEUQUIANTE,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
16,CRISTIAN JUAN MARTINEZ CALDERON,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
16,AIDA LETICIA ROJAS TORRES,SEXTA UNIDA (D16),INDEPENDIENTES,Descargar archivo aquí
16,DAGOBERTO ANTONIO HUERTA ARRUE,SEXTA UNIDA (D16),INDEPENDIENTES,Descargar archivo aquí
16,MARLENE ANDREA DUARTE ESPARZA,SEXTA UNIDA (D16),INDEPENDIENTES,Descargar archivo aquí
16,PAMELA ANDREA MORALES ROLDAN,SEXTA UNIDA (D16),INDEPENDIENTES,Descargar archivo aquí
16,RODRIGO CUMSILLE LABBE,SEXTA UNIDA (D16),INDEPENDIENTES,Descargar archivo aquí
16,IRMA GREENE QUEZADA,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
16,JOSE MARIA HURTADO FERNANDEZ,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
16,JUAN DE DIOS VALDIVIESO TAGLE,VAMOS POR CHILE,IND RENOVACION NACIONAL,Descargar archivo aquí
16,MAGDALENA BARRIGA VACAREZZA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
16,NATALIA TOBAR MORALES,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
16,RICARDO ANDRES NEUMANN BERTIN,VAMOS POR CHILE,IND UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
17,ELIANA ADAMS ARAYA,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
17,FABIAN MARCELO FARIAS QUIJADA,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
17,IGOR VILLARREAL GUAJARDO,APRUEBO DIGNIDAD,IND PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
17,JOSE EDUARDO GONZALEZ GAETE,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
17,NATALIA VICTORIA GONZALEZ CIFUENTES,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
17,PAOLA ALEJANDRA GRANDON GONZALEZ,APRUEBO DIGNIDAD,FEDERACION REGIONALISTA VERDE SOCIAL,Descargar archivo aquí
17,ROBERTO ANTONIO CELEDON FERNANDEZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
17,ROMY NATHALIE BERNAL DIAZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
17,AQUILES ALEJANDRO CARRASCO NAVAS,ASAMBLEA POPULAR POR LA DIGNIDAD (D17),INDEPENDIENTES,Descargar archivo aquí
17,CARLOS ARIEL ARAGAY PALMA,ASAMBLEA POPULAR POR LA DIGNIDAD (D17),INDEPENDIENTES,Descargar archivo aquí
17,CAROLINA FERNANDA MANRIQUEZ CACERES,ASAMBLEA POPULAR POR LA DIGNIDAD (D17),INDEPENDIENTES,Descargar archivo aquí
17,CLAUDIA ALEJANDRA CACERES ROJAS,ASAMBLEA POPULAR POR LA DIGNIDAD (D17),INDEPENDIENTES,Descargar archivo aquí
17,CLAUDIA ANDREA ROJAS BRAVO,ASAMBLEA POPULAR POR LA DIGNIDAD (D17),INDEPENDIENTES,Descargar archivo aquí
17,JOSE MARIO JARA ROMAN,ASAMBLEA POPULAR POR LA DIGNIDAD (D17),INDEPENDIENTES,Descargar archivo aquí
17,MARIA ELISA QUINTEROS CACERES,ASAMBLEA POPULAR POR LA DIGNIDAD (D17),INDEPENDIENTES,Descargar archivo aquí
